Date,Year,Pros,Cons
2018-05-01,2018,-,"slow, ineffective ""chat"". 2nd & 3rd levels of support take a week or more to respond, then are tot”
 a glorified rolodex (sometimes)
 very little because the issues we had with email syncing and marketing emails far outweigh the problems
 emails lost inside the apptivo black hole, show to be sent but never get to the internet. slow response to every issue, large or small. email blast process is worthless and seldom works.
"
2018-05-01,2018,"Amazingly deep feature set, more than most will need. 
 Amazing amounts of features. The way the software integrates all together is quite amazing. Can't imagine any small to medium business needing more. Intuitive, if not easy to use.
","Not exciting, fun, or enjoyable to use. We just found that we were not using the product. It was very generic, not especially well laid out, and just not that easy to setup."
2018-05-01,2018,"all in all good software. Helps out my small business keep organized.”
 keeps everything where we can access it all, links well with google apps. keeps track of start to finish work orders
","it won't sync with quickbooks after multiple calls and emails to tech support. It looks like it works with the UK version of QB.
"
2018-05-01,2018,"It works”
Pros: Customization (to an extent). We are able to make it fit our needs for a very niche business. The mobile app works well.
","Support is difficult to reach and not very responsive. Some things like the email sync with Gmail don't seem to work that well.
"
2018-05-01,2018,"I use it for my career counseling business”
 It can track almost everything I need tracked - ie., customer information, invoices, scheduling, payment,
","Ease of use - I feel it is not completely user friendly. The gui is difficult to figure out and there are not enough links. Also, it is not easy to manipulate a screen or generate a personalized report.
"
2018-05-01,2018,The Support staff were helpful and available. It was easy to use and the features were nice options.,"It didn't have all the features we needed but they were working on it.  You had to add the same information each time you added an app, this made it time consuming. Such as Templates for Email, I had to add it to the Email section, the Customer Section and then again to the Contacts section. It would have been nice to have a Universal Email template area so I could input them Once and choose throughout. Also, some functions for the Funnel system and Search engine wouldn't be Universal enough, so I had copies of people in each section so I could do a search or Report in 2 different areas for One customer just to get the complete information I needed. Search, and Reports should have the same options regardless of where the Customer is a Lead or transferred into a Buyer. This was annoying.
"
2018-05-01,2018,"Apptivo is what you pay for, the team is responsive and it's easy to navigate. ”
 I found an app that was affordable and got the job done. It's not perfect, but they work hard to resolve any issues that do arise. The live chat feature is probably my favorite.
 I like it's flexibility and how easy it is to customize. The invoicing software works well with the client and customer functions as well.
","At times, I'm frustrated by the amount of bugs that there are. Eventually you learn to work around them, but I do find it tedious to deal with at times.
"
2018-05-01,2018,"Immediate, chat help is outstanding. Great customer service!”
 Robust set of tools....highly customizable....more than I will ever need. I also like the integration with Office365. I like the idea that this is a set of tools that I can ""grow into...""
","No MS Word Integration for easily writing snail-mail letters is a the biggest con and a terrible oversight. Plenty of businesses still send letters, for goodness sakes! Also, SMS messaging should be available in the web app to make typing easier.
"
2018-05-01,2018,"I do like the prompt chat service”
 I am able to have a easy to use CRM
 I enjoy having access to apptivo through the app on my phone. I feel the information is laid out well and easily accessible","I use the notes a lot under the contacts, there is often a delay in opening up the dialog box and I have to click several times to open the notes and add content"
2018-05-01,2018,"Overall pretty good”
 Easy access. I like being able to access all our customer info from anywhere. I can get help if I need it, although sometimes what I need to get done gets lost in translation with the tech support people.
 It is available anywhere I am. I am able to access my account from anywhere and get answers for my coworkers whenever they need them.
","It takes me forever to do certain things. Too many hoops to jump through to make it do the easy things I am asking for
"
2018-05-01,2018,"Overall, we are winning with Apptivo! ”
The ability to modify each app is amazing. This allows us to create what best fits our customers needs.
","There isn't enough options to create a visually modern layout. Layout options are limit. I would definitely like the ability to implement different color schemes or utilize different font options.
"
2018-05-01,2018,"My team and I found Apptivo very easy to use and integrate into our dialy routine. ”
 I love the flexibility when creating a project workflow. Everything we need is there. Set it once and forget it.
", I think the thing I like least is the sterile and gray look of the software. Wish we could customize for color.
2018-05-01,2018,"Very intuitive sales tool to use”
 Ability to get up to speed very quickly; ease of use and the integration of so many apps to manage the entire sales process
","I haven't discovered anything that I like the least about this software or the applications of it. I'm only using CRM, Marketing, Human Resources, Supplier."
2018-05-01,2018,it is connected to paypal. it seems to function properly and send invoices when i hit send. clients receive the email.,"Very difficult to use, cannot customize settings, too many tabs on invoices not clear concise views.” Very difficult to use, cannot customize settings, too many tabs on invoices not clear concise views.

"
2018-05-01,2018,Everything in one place. But the app didn't work like it should. I think it's great and tried hard to use it well but to no avail. I like that I could keep it all right there. One thing effects 5 others,"Great concept but it doesn't work well. Really hard to use, lots of things didn't work. Difficult to setup. Input everything that I should have but it didn't work. I called customer service but didn't get any where
"
2018-05-01,2018,"Simple, cost effective and somewhat customizable. The interface is straightforward, and the app is pretty user friendly. A simple, clean alternative to salesforce.
","Overall, basic functionality is solid. Customization and depth of UX is lacking.” Support is bad-- language barrier. Has many functions that I simply don't use. I am in commercial real estate and some of the sales cycle tools simply do not apply
"
2018-05-01,2018,"I like the amount of different ways that this software could be utilized, and thought it was a cost effective product.","I felt the software was not intuitive for our needs and was not designed for our particular needs. It was too complex to setup and I felt that the software moved slowly, lacking user-friendliness.
"
2018-05-01,2018,"Apptivo is a good product. I think it has a good design and the ease of use is refreshing.”
 Organizing of all contacts and the ability to track data.
 That its modular and can be increased in size and functionality like a Lego set. It accommodates many industries as a result and seems to have thought of nearly everything regarding CRM in business.
",Just the lack in a bit more customization for our use in the financial industry. Some of the fields I would like to change and add maybe other widgets or tools somewhat reflected in Word Press so we don';t have to go outside the software.
2018-05-01,2018,"Works very well.”
 Ease of use and ability to customize to fit our business model. I like being able to customize my screen to only use/see what i need.
","mobile app doesn't do everything the web-based platform does. Also, it may be my computer, but it takes a little time to load each section.
"
2018-05-01,2018,"Does what it says it will do. Has the ability to sort and tag, create targeted lists. Good search functionality","Overly complex for a small business. Learning curve is steep if small business. It is overconfigured, tries to be all things for all purposes
"
2018-05-01,2018,"My Field employees use apptivo daily to conduct business and are satisfied overall ”
 Visibility into the field, ease of invoicing customers on the fly.
 The invoicing feature integrated with quickbooks is the most beneficial to our business. I like the customer management but I find it a bit confusing sometimes.","The overall layout of the website. I am familiar with it and I find it still takes me a long time to get to certain places like account features, etc to change settings.
"
2018-05-01,2018,"Good software that does a lot but lacks some basic features”
 Easy to use. The screens were easy to navigate, the flexible interface was good. It made for a smooth operation.
","There were some basic features missing that I believe are still in the making. I was unable to sort out leads based on when they were entered, some simple math operators were missing (less than, more than, equals to) etc. Other than that, the package is quite nice and well thought of.
"
2018-05-01,2018,"Everything has been going very well!!”
 Everything was already setup. We really didn't have to change too much in order to us to have success with the platform.
","There is some functionality with the converting process that I wish was better but we have been able to get by.
"
2018-05-01,2018,"Brilliant, affordable CRM that takes a bit of getting used to!”
 Enterprise CRM for a very affordable price.
 It's affordable and scales with the increase in users, it's Cloud Based, lot's of features, Instant Support Chat within the CRM is 100% amazing, Plenty of Apps, Custom features as well.
","Can be slow at times, Difficult to get going and understand how the system works. Little bugs are noticeable e.g. typing information in a box can suddenly disappear when saving etc. Tip is is Select All, Copy, then save - if it wipes what you types then just paste back in the box.
"
2018-05-01,2018,"Generally good with several very frustrating features”
 Can store all of our contacts in the same place as opportunities.
 Sales funnel and sales tools combined with the potential for invoices/shipping/etc also included. Differentiation between contacts and customers helps streamline project work.
","No way of automatically updating contact details on contacts by changing details on customers, editing contacts/customers becomes quite laborious. Cant delete suppliers."
2018-04-24,2018,"Excellent tool to generate projects as well as the sales process”
 This tool is very useful to evaluate and organize the entire sales process that a company has with its products or services, it also has application for the phone and works very well
","It is a bit expensive as most applications but you can pay, since its use value is at a good price, its interface may improve over time
"
2018-04-24,2018,"Great product but prefer other services. ”
 
 The high hopes that we had were met but ended up going with another product. We liked the concept provided, the workflow, and the price point. You will definitely be happy with this product if you choose it.
","Use was easy but could have had more. I can see this being costly for some companies depending on their expenditures. Also, an updated interface would be nice.
"
2018-04-04,2018,"A different option”
 I can keep many different items together such as inventory building materials projects products etc etc in one place and although I can access it on the go it is limited to what I can actually get to from the app.
 I love that there are multiple options that you can set to your requirements you can set up any number of items that are connected such as projects CRM expenses inventory and a host of other things and makes it really flexible and customizable.
","It is a bit too difficult to navigate and takes a little bit of learning to get used to it I'm still getting acquainted with the program and have had difficulty syncing the calendar and tasks which is a bit of a bummer because those are things that I really did need to have available to me however that's minor.
"
2018-04-04,2018,"Integrate help in your apps
 It is really nice how effortlessly you can integrate a helpdesk in your apps. It supports both iOS and Android and looks pretty good in both versions. The paid version brings a few nice reports and integrations, which the free version misses.
","It can be a bit pricey for small companies. Besides, some of the integrations don't' work perfectly, there can be issues with emails and reports. Other than that it is a really nice way to provide customer support right from your app.
"
2018-03-27,2018,"Superb”
 Saving my time on invoicing.
 Free version provides a lot of functionality and the paid is very reasonable. Single product to manage all your CRM, Leads, Project Management, Time Billing, Invoicing, HelpDesk and more. Great support too and proactive bug fixes.
",It would be great the user interface can be made modern as it is bit cluttered. I can't fault anything else.
2018-03-04,2018,"Apptivo - Get what you pay for”
 Apptivo is a good price without signing annual membership. It is also fairly easy, ONCE it is set up. Apptivo offers a nice clean Mobile app, again, ONCE it is set up.
","Continuous email syncing issues - even with common G-Mail applications. Email app very difficult to use. Primary use - good for organizing once synced. App offers many features - but they do not flow from one app to another. For example, set up tags on the customer page, but tags are lost when building an opportunity for that same customer. If you want the tags, you need to re-enter on the opportunity page.
"
2018-02-13,2018,"The price compared to competitors is very affordable. The software is very customizable. Service team was quick to respond to issues.
","Not fully baked CRM,. Seems like many features weren't totally integrated or well fleshed out. We had many issues importing our existing contacts over.
"
2018-02-09,2018,"Customizable solution, solid”
 We started using the free version and we loved the way to work with this tool, the paid versions bring many features that make it very competitive compared to other market options. I recommend it for medium or small companies that are starting and do not want to invest in a very expensive CRM.
 In Apptivo almost everything can be customized. It has triggers that let users build custom workflow automation rules for any app, base rules on specific events, or look at events over time.
","I would like to have better analytical reports, campaign segmentation, delivery tracking, spam check, however, these features do not prevent enjoy this tool.
"
2018-01-11,2018,"Very useful and well integrated software”
 I really like the fact that it integrates with the HR and CRM modules.
 This software has many great features. I really like how the software integrates with other components like the HR and CRM modules. I like that this software includes the Gantt View for scheduling.
","I would like to see the WBS available in this software. The WBS feature would also be nice if it was a graphic /mindmap view instead of a list view. It would really assist in planning.
"
2017-12-28,2017,"Prasanna was great to work with..”
 Easy to use... has many features to use... This program does more then you think.. Online support has always been great.
","Software runs a little slow.. Still learning about the program to know what I like and don't. Hope to learn more..
"
2017-12-23,2017,"Great for sub/contractors”
 Keeping track of contractors work and increasing accountability.
 I like the ability to the client date is all in one place which makes researching transactions and such a breeze , also that the software is equipped with invoicing abilities which makes record keeping easy as well.
","one of the things that I personally did not like was the amount of time that it takes to adequately set up this software, it takes in my opinion too much time to set up and that can be a bit of a turn off.
"
2017-12-14,2017,"Works Just Fine”
 Happy enough with this product for the price it does what we need it to do.
 Works well for our purposes. I know for sure we do not use the system to its fullest potential but the business is fairly new and we have reworked our process several times. It has still been very helpful despite our under utilization. It is something I plan to correct. Great customer support though and a good amount of customization options
","A lot of work to set up correctly and get it to do what you need it to. Does not directly incorporate facebook leads (our businesses primary source of new leads currently)
"
2017-12-12,2017,"Great way for multiple people on a team to manage and use contacts”
 This software is key to organizing and maintaining addresses!
 Apptivo is a program that our ministry uses to keep our subscriber addresses organized and updated. We have several people on our team going in to make changes on a consistent basis, and this program helps track who has changed what and when. Also, we have multiple lists with thousands of addresses, and it can handle the large volume.
","The only con I would state is that we use abbreviated states in order to send mail cass certified. Apptivo uses the full name of states, so we have to use formulas when we export to Excel in order to print labels correctly. It can be a hassle.
"
2017-12-28,2017,"A solid solution for managing clients and incoming cases for a quickly growing business. ”
 Managing our customer service and response time.
 Apptivo was relatively quick and easy to install, especially compared to larger CRM platforms. It was easy to train out team and quickly take control of customer service and response time by turning every email into a case. Having an easy way to search cases/customers and have a history of all our interactions with them has made a great improvement on our business this past year, particularly during our busy season.
","There needs to be a way to file archived emails and we wish the email app and CRM cases app were interlinked.
"
2017-11-17,2017,"Apptivo wow!”
 what I really like about this program is the customer service that is provided. it is one of the best i have come across and they are extremely helpful
","tracking connections and does not import a lot of the useful data to and from quickbooks like i would want.
"
2017-11-16,2017,"Excellent”
 Helps me rotate my clients and clean my other CRM system. Is nice to use new systems and learn new products.
","It rotates clients. Customer Service is very good attentive. It works well with my existing crm. I will continue and pay.
"
2017-11-09,2017,"Good entry CRM app”
 Report package is just what we need and not over-complicated. Ability to have a single repository for sales and order history.
 The learning curve isn't as steep as some other apps, which makes it a great CRM introductory product to enhance your sales efforts. This helps when you have different work styles you are trying to get on the same page. Reports are clean and concise, which is absolutely necessary for understanding sales stages and forecasting.
","When customizing, you can be limited to quantity of fields you can add. Surprisingly, it does not have standard a field for product.
"
2017-10-30,2017,"Great out of the box”
 I like the tech support the best. They are fantastic makes the product a great fit for us. The tracking is a little weak but a steal for the money.
","Missing some of the tracking connections and does not import a lot of the useful data to and from quickbooks.
"
2017-10-19,2017,"The starter software for a CRM”
 If you are a good self learner this could be a great SW to start a CRM with and then you can add modules as you go along. Great value .
 The software is easy to change once you use and understand the relationships between the modules. You have the ability to change the names of fields throughout the software . Very flexible.
","The documentation is not readily available and the fields are not clearly explained. It seem as if they just wrote the software and did not document it well.
"
2017-10-02,2017,"Best IT people I worked with”
 I think after we get all the kinks out, it will be just fine.
 The support staff is the best. From now on I will only ask for them. Fixed all my problems that took one day, others tried for two weeks and I never did get a response on anything I needed help with.
","Other IT support agents would not be able to help me. They never let me know if they tried to fix anything.
"
2017-09-23,2017,"Good Support”
 Live Chat is a really good feature.
 The product has many features and the 24/7 Support is great, really helpful when trying to set everything up.
","It's not easy to find every feature and there is lots of things needed to get any feature to work. Sometimes the Live Chat can disconnect you as well if you refresh the page and you have to start all over again.
"
2017-09-06,2017,"So far, I like this software”
 I am still in the testing phase of this software. Currently testing one other. So far, It looks like Apptivo will win. The best part is the live help via the chat window 24/7. They ALWAYS solve my problem right away. Only once they couldn't but it was due to a glitch which they immediately turned over to the tech guys to fix. Outstanding support goes a long way.
 Seems to have all of the tools that I need and the simplicity of this software gives me more time to focus on my clients projects instead of spending hours on the CRM like some of the other CRM packages.
","The interface is nice, but could be better. However, this is more of a personal preference. I like things to take up the least amount of screen space as possible. Although the software is highly customizable, yo cannot reduce the field sizes. They appear large and clunky in some windows.
"
2017-08-16,2017,"I am a beginner with Apptivo CRM and I needed advice and help with setting up.”
: The good organization of the management of my eMails and the relations with the customers, on the other hand, the ease of searching eMails.
 The service quality of the Apptivo team was excellent. I was accompanied until the complete resolution of the parameterization problems. The quality of the relationship was excellent. The CRM software is one of the best suited to customer relationship management needs. It is, complete, simple and accessible. I am very satisfied.
","The assignment of eMails to contacts and customers, as well as the management of leads. It's very simple and it's very flexible. On the other hand, it works well in impa with Google Apps.
"
2017-07-27,2017,"Concept of having all parts of the system connect is nice, but unfortunately it creates more headaches than it's worth.
","Nice concept, really buggy. It's super glitchy. There are more bugs in this system than I ever seen. I also don't think the engineers who built this have ever worked with an actual business. There were simple things that would never fly in a serious business. For example, the reports it generates are discounted by a factor of probability of closing a sale, and cannot be adjusted. So reports don't reflect actual values of the sales pipeline. Over 1 year, I spent way too much time reporting issues hat were often met with ""thank you for your recommendation, we will submit a request to engineering for this improvement"". Super frustrating. In other cases, there were apps that were not even accessible to my employees, for reasons that couldn't be explained to me. 4 months later, they still can't access.
"
2017-07-20,2017,"Apptivo for small business”
 Highly recommend.
 The functionality for the price is fantastic for a small business. Choose from 50 apps in the CRM package and no matter how many of the apps you use, the price is the same. Integrates with many other apps including RingCentral. Tech support is very responsive 24/7 via Chat and email.
","Somewhat complex to set-up the first time, however, the program is very flexible. Because of the flexibility, the complexity is increased.
"
2017-07-17,2017,"Thinking about apptivo?”
 Great CRM, with excellent customer service. def worth a try.
 Great system to get you started and beyond. The ""if you dont know just ask"" concept is great. i use it all the time
","a little to easy at times. there should be more control for advanced users. Even though most folks wont need it..the ability should be there
"
2017-07-12,2017,"Excellent CRM- fits all our needs better than others I researched, extremely user-friendly and best staff”
 So far I absolutely love how user-friendly the whole system has been, can easily access any type of customer service, and everyone is quick to help, knowledgeable, and all questions answered immediately.
",-
2017-07-12,2017,"Thought it was a joke”
 Can the apptivo team bring more in the future ? We hope so.
 Never ever met a software for business management with everything onboard and much ease of use. My team is is blowing up with joy and exploding with productivity. Business will never be the same again. We just got customizing everything to suite our specific needs. We are glad to be here.
",-
2017-07-03,2017,"On line Chat help
 Great help from Maria in the support team, answered all my questions, including the daft ones. Well done.
","Clear and to the point support, which is very reassuring. It is good to know you have someone available to talk you through functions, especially when you are finding your way.
"
2017-06-29,2017,"Apptivo Review”
 Overall it is an excellent product for the price.
 Lot of features Easy to customize Adding tags feature is great Grouping records is one of the best features Great support Mobile app is great
","Sometimes slow The system has bugs Some modules are not good enough . For example , campaign module is not robust and do not have all features needed No application colors to make the program more readable
"
2017-06-22,2017,"Answered my questions every time. ”
 Great CRM!
 Quick and efficient with almost every issue I had. There really is so much that this software can do that sometimes it gets daunting but, their staff is there to help you. THANK YOU MARIA!
",Almost too many options. It felt like getting lost in the forest looking for a tree. The FAQ is very informative if you need quick reference.
2017-06-09,2017,"Apptivo support is always available and ready to help with issues ”
 Apptivo support is very good in assisting and the app has cool functionalities for project management in one project app .
 good Apptivo support, help provided through screen sharing, demo offer for new clients, updates features if put in request
","some features can still be improved but works well to manage projects from one application, and to work as crossfunctional teams.
"
2017-06-08,2017,"Customer support is fantastic 24/7”
 Very intuitive, clean design. That is easy to customize. Very flexible and has app's as you need more.
","The instructions are written for an IT person and someone that already knows what the issue is. If the instruction were just re worded a bit. It would be easier for a newbie
"
2017-06-07,2017,"Easy to set up, we began using it right away!”
 Ability to manage and track cases and projects. Ability to easily track and see employees projects and cases.
 Ease of use. We needed something to track and manage cases and we didn't have time for a lengthy set up. With Apptivo's design and ease of use we were able to get it going right away and then integrate and add more features gradually as we went along. I also really like how you can customize each app to fit your businesses needs. We have a very niche business and being able to track the details of each of orders and customers has been very helpful.
","The email app needs further development. I'd like to be able to archive my emails into different folders.
"
2017-05-16,2017,"Excellent Service”
 Brilliant CRM system especially for growing businesses.
 The system has everything you need and the support service is fantastic. Throughout each stage, the online support agents have helped to make life so much easier.
",-
2017-05-10,2017,"On day 2 of my 30 day trial and customer service has been fantastic and immediate. ”
 The UI/UX very intuitive and FAQs are very detailed. Customer Service has been extremely helpful in my immediate questions and have no doubt that will continue. Product is also very customizable as we only wanted the CRM functionality not leads/opportunities.
","Haven't noticed any issues yet except a slight cacheing issue with some of the fields in palette. Other thing is lack of customizable reports.
"
2017-05-09,2017,"The service is really good! ”
 Price and service
 Customer Support is very good, fast, responsive and works well, larger problems they remotely access your computer and solve problems quickly.
","Features & Functionality - The system is new and still lacking many features, such as sales order has no way to configure, the apps for Ipad is still poor and other points.
"
2017-05-01,2017,"Amazing value, Flexible and full of useful features.. They love their clients”
 I spent a combined couple of weeks researching for CRM with good features, mailing lists and flexibility for custom fields and tags. Most were $ per user per month for BASIC package. This is hands down the best value for the money with all the functionality they offer. Customer service are quick to respond and extremely helpful. I love this product and the way the company treats its clients!
 Great price, feature rich, customer service is prompt to assist and go out of their way to make sure client is satisfied.
","Would be nice to have better documentation with table of contents and explanation for every feature.. The ""Answers"" section seems to 'Sort of' do the job
"
2017-04-30,2017,"The interface, functionality and configurability of Apptivo CRM is superb. ”
 Quick setup, compartmentalized functionality so we can add features as we go along, and of course the ability to track our contacts, customers, and sales. This makes it not just a CRM system, but also an invoice and accounting system and reporting tool. At its price point, its features and full support, it is hard to beat.
 The heuristics of the interface provides the user with an natural environment to learn and work within. It's configurability is superb and it's modular functionality provides the right amount of compartmentalization that allows the user to focus on just the features the need. This enhances navigation and the user's learning curve. On top of all this, Apptivo provides top notch support, even through the trial phases of their product. Their support representatives are online 24/7, and in one instance, Mani provided me an upgrade and customization for my particular application. With such competent and helpful free product support, I have total confidence in our companies ability to roll out a great implementation of CRM. All of the features we desire are available on a mobile platform, so we really couldn't ask for much more.
","A few minor quibbles, none functionally inhibiting. In creating views the product automatically alphabetized them and I would have preferred to display them in a custom order. Between Apps, which are really views, their is not a 2-way synchronization of fields, only a one-way push is offered. The product keeps a history of all changes, so we have yet to notice weeknesses in how user accounts are handled.
"
2017-04-28,2017,"Outstanding Customer Services!!! Also, especially considering the price point”
 We use Apptivo for CRM for our contact management. It's easy to use, and the recent update is wonderful. I really appreciate the ability to customize everything I want and need, from the fields and look at the workflow for each contact.
","Nothing so far. I have had great interaction with support team. I was satisfied.
"
2017-04-26,2017,"Excellent Customer Support ”
 I had a really annoying issue that had me frustrated all morning about importing a product list. The advisor gave me a method that nearly fixed my issue completely and on second attempt they took over fixed the issue in minutes and explained to me what to do next time. Very high level of customer service.
 Easy to setup, easy to use and amazing customer support. Recommendation: No real marketing features but if you have been banging your head against the wall trying to find a CRM that lets you keep everything in one place then this is your best bet

","Not a comprehensive solution for what we were looking for in terms of having marketing features but has absolutely everything else we could need in a great user interface thats easy to understand
"
2017-04-24,2017,"I,am receiving a prompt and quality support to customize according to my needs. Very easy to customize apps.

",-
2017-04-22,2017,"Multiple Business Functionality
Overall: With the assistance of Mani on the help desk, I was able to successfully integrate my two businesses into the app. Overall the Apptivo meets all of my needs as well as that of my employees and consultants.
",-
2017-04-19,2017,"This is what Businesses NEED”
 Customized Apps is perfect for a business of all types. Not only am I currently learning everything this product can do I will be personally telling other business owners how great this is! We are in the set up process and already using it - this is GREATNESS!
",-
2017-04-18,2017,"""Great first experience!”
 I've only recently been introduced to Apptivo. Ran into some questions while using the CRM and Karthi the online customer support was very helpful, quick and polite.
 Easy to use and comprehensive at affordable price""","Sometimes it's not very touchscreen friendly; this could be a combination of hardware and software issue.
"
2017-03-11,2017,"“Powerfull apps for all type of business”
 all the apps need for businesses in one place , easy to use . Very good support from the apps ypu cna reach
 All app needed for a businesses from small to large size
",-
2017-03-10,2017,"Excellent CRM software”
 Provide RTL support and multilingual portal.
 Easy to use, rich in out-of-the-box features, provide good layout designer, and wide set of API's to extend the platform.
","None that matters to my organization at the moment. However, Arabic (or RTL) support is very limited and for customers whom their business communications and interactions are completely (or mostly) based on Arabic languages this product will not fit.
"
2017-03-09,2017,"Great support”
 So far it does everything we want and the support has been very helpful. The support staff was great!
",-
2017-03-07,2017,"Early-stage configuration and use; going well”
 Our early efforts to configure Apptivo for our organization are going well. Have offered four stars for Ease/Features only for the time being, since we are still on the learning curve. Have been generally very pleased so far.
",-
2017-03-06,2017,"Great customer support ”
 Customer/technical service representative was very helpful. Staff was able to help with to bulk delete incorrect data for us.
",-
2017-02-22,2017,"Customer Service is Outstanding”
 The representative from Apttivo was very patient and helpful. It has only been 2 weeks since I started working with them, but so far, I am very satisfied. I would recommend Apptivo to other small businesses.
",-
2017-02-16,2017,"Overall: So far our experience has been great, and we are just learning how to use the product. Customer support has been fast and competent.
 Price & functionality
",-
2017-02-13,2017,"Adding new user”
 The new user was unable to groups, help desk worked with me until we resolved this
",-
2017-02-07,2017,"Review of Apptivo Support”
 I'm very happy with Apptivo support. I tend to work at any and all hours of the day and night. Apptivo support is always there. The problem I have usually turns out to be something simple. So it's great not to have to wait for the next day or the upcoming work week to get an answer. Support usually comes on within moments of my chat request.
 Flexibility and 24/7 support. So far I've been able to adapt it to our every need.
",-
2017-01-23,2017,"support with google contacts sync”
 Very quick - excellent chat support. spot on! I'm just starting to explore apptivo. Cannot comment much more.
",-
2017-01-05,2017,"Great Support”
 The support team is responsive and always available, ready to offer solutions.
",-
2016-11-28,2016,"Customer Support is very Responsive”
 Our business started Apptivo when we were quite small, and there were several issues with the program when we first began using them. The support at Apptivo is awesome, every time that we have a difficulty using any of the programs feature, they have gotten back to us within hours or sometimes days. The recent issue with using their Ledger App took a bit longer to resolve but we enthusiastically appreciate their dedication to resolving the issues, and how thoroughly they did resolve it. The features we use most often include: Emailing Invoices and Estimates, keeping track of our Finances with their Ledger App, and keeping track of correspondence with Clients. There are some many other features to the program including tracking Inventory, tracking Accounts with Suppliers, and creating Projects with clients/collaborations with other professionals just to name a few. I will continue to use and support the Apptivo program. They continue to grow and offer more features, clearer and efficient options for tracking the growth of our business as it continues to grow!
 Easy to use features - Sending out invoices - Receiving payments and notifications - Receving Emails and Client feedback - Tracking client info - Reviewing, Updating, and tracking Inventory and Accounts Payables. There are many other features but these we use in general.
","""Some errors with Invoices through paypal that require the client to input the info more than once, especially when there is Updates to the program. This has happened on some occasions, but is no longer an issue that we experience.
"""
2016-11-28,2016,"Great results”
 It has streamlined all of my business dealings. If I need help I can chat to support and have my answer in a few minutes. Excellent
 Easy to use
Being able to link my paypal card swiper rather than the email link.
","Not working on my tablet anymore.
"
2016-11-17,2016,"Every time I got stuck on an issue, the feedback help has emailed me within 15 minutes or less and we did a screen share and they have fixed all the issues I have had!! Great customer service!!
",-
2016-09-22,2016,"Good Starting CRM”
 The functionality of it is amazing and for a startup business the cost is low. I haven't found a CRM that is better for the price. Don't get me wrong different businesses have different needs but for IT consulting it fits all of my needs. Also support is amazing.
","Haven't really found any dislikes at the moment besides I would like to see an integration with Quick Books.
"
2016-09-20,2016,"Best bang for the buck”
 Ease of use - the product is very easy to use. They have a number of applications ( Estimates , Invoices) that integrate with CRM and makes our lives easier. And there is no additional cost to use the additional applications. The customer services people were very helpful and scheduled multiple demos for us.
","Nothing really. I am very happy with my decision to go with Apptivo.
"
2016-09-13,2016,"Great Customer Support Converted Me Into a Client”
 After downloading the Apptivo software, I imported my Customer List via a .csv file. All went quite easily. A few pull-down menus to get my fields in proper order, and the import of 600+ customers came in seamlessly. I had a few questions for Support, and they were VERY helpful. Great Support has inssured that I will be a client of Apptivo for a long time.
 Ease of use, mobile phone app., and price.
","an on-line manual would be helpful.
"
2016-08-23,2016,"Best for competitive sales team”
 We bought and tested a dozen CRM's to find one that 1. Allowed all sales people to see each others performance and deals. 2. Was SUPER intuitive to use both on desk top and mobile. 3. Was reasonably priced. Apptivo beat all the others. The only one that even came close was ZOHO. IT was free but the reporting, even in the paid version, was just terrible both in content and user experience.
","The only improvements I would make is to allow sales goals that are units vs. $$ and allowing input of multi-month Opportunities.
"
2016-07-12,2016,"Very Well Done CRM- Flexibility, Power, Simplicity, and Support”
: Highly flexible yet powerful solution. Support and assistance is stelar. This is the most balanced CRM package we could find and we looked at all of them. Very well done all around. The balance of power, features, simplicity, support and cost pretty much made all other solutions seem weak. The challenge of CRMs is to find the right balance. Apptivo achieved this very nicely. Evaluate your CRM based on support, simplicity, flexibility, support, and customization. We also found the price point of Apptivo to be a great value.
","Like all CRM, there's a learning curve. They're all like this. That being said, we found Apptivo to be the easiest to build into which reduced the initial learning curve quite a bit.
"
2016-07-08,2016,"Apptivo is great”
: As far as overall tracking of your business, I would say Apptivo is that way to go. You can track potential sales, vendors, customers; and is customization is easy.
: I don't even know where to start. So much integration. It's pretty sweet.
","I think the project management portion could be more robust.
"
2016-07-06,2016,"Very patient support team!”
 I had a few problems syncing the google contacts but the support team were brilliant sorting it out for me.
 It's easy to get your head around and it's great that it enables you to share google contacts.
","Only using the free version at the moment which has limited customization, but then again it is free!
"
2016-06-13,2016,"Customer rep is a great support agent! ”
 Rep was the only support agent to help me get all of my employees on the same page with seeing the same opportunities, projects, leads, calendar, etc.
The Apps.
","Not very easy to navigate
"
2016-06-09,2016,"Love apptivo”
 we road tested over 10 CRM software programs. Apptivo won. they're all time consuming to set up and take time to learn. we only use it basically but are now just wanting to get more out of it. compared with other programs, the cost is incredible for what you get. The service was one of the things that stood out, 24hrs a day we get online help and feel like we're not alone. Other programs couldn't even help us in the sales process so we thought after sales service would be rubbish with them. Love apptivo. Would I look at other programs like infusionsoft in the future... possibly and only if apptivo stopped improving their program. But every time i think i want something.... apptivo give it to me. would i want to change some things in it... yeah for sure, but for the price, it's awesome thank you!
",-
2016-04-18,2016,"Most Robust CRM for a Modest price”
 I can't say enough great things about this app. It has everything I need and more. The customer service is excellent as well. All around solid product. Highly recommend it.
",-
